"PROV_YEAR","FSIZE","WAGES","NETSHARE","CASH_ABROAD","CASH_DOMESTIC","RENTALS_REC","INTEREST","PENSION","DIVIDENDS","OTHER_SOURCE","NET_RECEIPT","REGFT","NET_CFG","NET_LPR","NET_FISH","NET_FOR","NET_RET","NET_MFG","NET_COM","NET_TRANS","NET_MIN","NET_CONS","NET_NEC","EAINC","TOINC","BREAD","MEAT","FISH","MILK","FOOD_NEC","COFFEE","MINERAL","ALCOHOL","TOBACCO","FOOD_HOME","FOOD_OUTSIDE","FOOD","CLOTH","FURNISHING","HEALTH","HOUSING_WATER","RECREATION","EDUCATION","OTHER_EXPENDITURE","OTHER_DISBURSEMENT","NFOOD","TOTEX","TOTDIS","OTHREC","TOREC","FRUITVEG","TRCOM","HHI"
"AKLAN_2009",4.41842105263158,46302.7947368421,1075.99473684211,14230,9573.11052631579,23.6842105263158,42.2631578947368,4161.75789473684,0,0,4011.48947368421,6103.20526315789,3970.52631578947,679.610526315789,3101.58421052632,199.421052631579,10855.5052631579,1587.85263157895,1613.56842105263,4288.79473684211,0,0,1244.47368421053,27544.8526315789,121003.363157895,17087.8526315789,4207.84210526316,7306.37368421053,1577.72631578947,4278.91052631579,3857.11052631579,1463.56842105263,663.894736842105,902.194736842105,1442.46315789474,41642.4842105263,2574.78947368421,44217.2736842105,2172.48947368421,125.326315789474,4589.56315789474,6828.63157894737,5741.81052631579,380.963157894737,6122.37894736842,5323.22105263158,19037.9315789474,63680.6736842105,107897.947368421,126935.878947368,8655.8,129659.163157895,77.1826656420194
"ALBAY_2009",4.9173640167364,59285.3430962343,872.573221757322,16778.870292887,15682.7092050209,1084.35146443515,290.627615062761,5203.12343096234,11.5481171548117,111.380753138075,2500.81589958159,8578.36610878661,7361.67573221757,667.635983263598,1254.17364016736,264.190376569038,11444.4205020921,2055.21548117155,2751.37656903766,3579.28451882845,77.8242677824268,83.6820083682008,1011.08786610879,30579.6129707113,157904.054393305,20678.9309623431,7500.39121338912,7725.42259414226,3683.26569037657,7397.41422594142,7121.11087866109,1734.03974895397,1458.98744769874,712.491631799163,1307.98117154812,59823.1757322176,6841.05439330544,66664.230125523,3242.35355648536,278.161087866109,8274.21129707113,8551.95815899582,8493.05020920502,530.016736401674,4630.11924686192,3911.96025104602,9943.73849372385,80394.589958159,147058.820083682,157002.558577406,11752.9184100418,169656.972803347,57.6718398059454
"ANTIQUE_2009",4.14516129032258,30257.5537634409,3116.32795698925,22953.2258064516,12295.7795698925,912.903225806452,56.4516129032258,3664.90322580645,1.23655913978495,26.8817204301075,3670.02150537634,8719.16666666667,7571.0376344086,2433.74193548387,1585.54301075269,358.752688172043,7940.77956989247,526.983870967742,2850.8064516129,4536.86559139785,0,64.5161290322581,167.741935483871,28481.2741935484,124327.822580645,21795.2365591398,3963.22580645161,6024.79569892473,1857.86021505376,4865.45698924731,3743.48387096774,1382.16129032258,1041.75268817204,970.784946236559,907.397849462366,46120.9946236559,2391.59139784946,48512.5860215054,3298.97849462366,198.209677419355,4383.97311827957,6030.06451612903,6670.8064516129,407.091397849462,6487.56451612903,3127.14516129032,10660.0860215054,60573.1559139785,109085.741935484,119745.827956989,12630.5860215054,136958.408602151,77.8509138293962
"APAYAO_2009",5.08264462809917,70203.3801652893,2608.3305785124,8491.73553719008,2477.43801652893,1123.96694214876,0,3813.22314049587,0,0,5132.76859504132,2995.36363636364,37809.9173553719,1462.9173553719,56.3636363636364,0,4790.90082644628,2438.01652892562,735.867768595041,2138.21487603306,0,0,12.396694214876,49447.9008264463,158530.884297521,24165.7603305785,7199.79338842975,6889.12396694215,1434.7520661157,7008.4132231405,3997.84297520661,1913.8347107438,1328.28099173554,1403.00826446281,983.652892561983,56593.1652892562,1379.42148760331,57972.5867768595,1983.40495867769,207.090909090909,1363.02479338843,5925.96694214876,5767.98347107438,510.00826446281,6453.19834710744,7323.7520661157,15802.1487603306,56153.7355371901,114126.32231405,129928.47107438,14903.9173553719,173434.801652893,188.454671692125
"AURORA_2009",4.16326530612245,61334.8367346939,5422.04081632653,22585.7142857143,9448.97959183673,208.163265306122,546.938775510204,4640.81632653061,40.8163265306122,0,4987.81632653061,9663.87755102041,26232.306122449,1823.30612244898,280.265306122449,0,4312.61224489796,5538.77551020408,2345.75510204082,5117.30612244898,0,0,315.30612244898,45965.6326530612,172829.306122449,19712.387755102,10002.5714285714,9809.44897959184,5008.91836734694,7921.89795918367,6090.5306122449,1631.79591836735,1013.4693877551,1142.5306122449,1108.67346938776,63546.7551020408,5488.24489795918,69035,3800.67346938776,313.632653061225,5253.57142857143,9303.91836734694,6435.30612244898,1327.34693877551,8404.69387755102,10043.2857142857,37120.8163265306,79292.6530612245,148327.653061224,185448.469387755,34774.7755102041,207604.081632653,141.287284144427
"BASILAN_2009",4.552,40073.432,1626.768,5764.8,1076.76,76.8,540,11979.224,0,0,3395.952,1991.136,24376.832,60.88,3666.56,157.56,5855,785.104,477.6,2142.368,0,0,0,37523.904,111607.336,20530.904,1735.672,6907.696,878.144,5685.52,5470.704,1914.408,1417.408,468.568,2045.968,46829.688,1995.768,48825.456,2381.624,231.304,1583.352,5919.456,6419.664,215.04,1885.848,3492.376,13605.952,44600.632,93426.088,107032.04,3819.12,115426.456,144.795000762079
"BATAAN_2009",4.76530612244898,118515.448979592,152.040816326531,52945.1428571429,10780.4795918367,1466.32653061224,4.08163265306122,4111.5306122449,0,18.3673469387755,2548.60204081633,10642.2551020408,5823.59183673469,1581.58163265306,3350.89795918367,347.755102040816,19301.556122449,6557.5612244898,13480,7726.41836734694,0,0,3131.98979591837,61301.3520408163,284722.362244898,23604.193877551,23764.2244897959,17705.6071428571,6375.75510204082,11334.9846938776,9969.29591836735,2475.6887755102,3516.6887755102,647.020408163265,2329.27551020408,103282.607142857,16048.1428571429,119330.75,6932.42346938776,267.448979591837,9231.15816326531,16320.3367346939,22126.5,780.744897959184,9565.66836734694,6310.16836734694,19579.8469387755,130031.806122449,249362.556122449,268942.403061224,19112.4285714286,303834.790816327,100.562283737024
"BATANES_2009",5.20833333333333,202214.25,1697.5,2583.33333333333,7166.66666666667,250,0,11783.3333333333,666.666666666667,0,10647.8333333333,6595.75,11927.6666666667,15071.5,10921.6666666667,0,0,0,0,3585,11166.6666666667,0,6658.33333333333,59330.8333333333,316686.166666667,25572.5833333333,10648.5833333333,12367.4166666667,8413.33333333333,14139.1666666667,7835.5,2272,1433.25,3810.16666666667,1689.91666666667,87073.1666666667,1330,88403.1666666667,6032.58333333333,313.25,1761.5,12452.5,16893.5,2185.66666666667,50657.25,22686.25,69573.4166666667,183930.75,272333.916666667,341907.333333333,61159.5833333333,377845.75,226.946279804654
"BATANGAS_2009",4.74764468371467,94916.2274562584,577.586810228802,36363.99730821,7279.53835800808,1819.46164199192,83.6581426648721,5800.02960969044,199.7133243607,147.173620457604,2319.44549125168,5424.74831763122,4044.73216689098,7030.65410497981,1963.09152086137,151.107671601615,15407.9259757739,2287.45625841184,4320.29744279946,3873.84118438762,0,2282.77254374159,2012.1399730821,43413.6419919246,219476.446837147,19366.1655450875,11152.2449528937,7687.58815612382,2519.37012113055,5143.49663526245,5847.71736204576,1679.88559892328,1738.46164199192,646.049798115747,1695.31224764468,57241.4764468371,15253.0928667564,72494.5693135935,5147.66352624495,293.619111709287,6133.14266487214,13147.9219380888,14399.5235531629,1051.87079407806,8604.59084791386,5846.96769851952,39335.9421265141,110333.516823688,182828.086137281,222164.028263795,19144.7752355316,238621.222072678,54.7197830578512
"BENGUET_2009",4.57369942196532,109568.893063584,2355.37716763006,36814.1488439306,10052.4667630058,4692.63005780347,458.148843930636,12146.6907514451,162.42774566474,3.75722543352601,1258.1401734104,7761.11994219653,23155.5910404624,730.96387283237,30.3468208092486,0,19934.2514450867,1590.47398843931,7009.03901734104,5922.07514450867,4320.52601156069,546.965317919075,2086.30057803468,65493.3959537572,295817.919075145,19183.3540462428,14956.7875722543,8019.85693641618,2937.29913294798,9024.56502890173,5272.8598265896,2044.70375722543,2247.53468208092,980.390173410405,989.106936416185,67737.5101156069,10726.4826589595,78463.9927745665,5171.42196531792,384.203757225434,13719.6040462428,14391.1994219653,17282.5924855491,1163.77456647399,13287.1676300578,6330.34682080925,48666.7976878613,152812.271676301,231276.264450867,279943.062138728,26481.1213872832,322299.040462428,72.1038295145009
"BILIRAN_2009",5.425,83850.24,2697.92,25338,9951.9,1310,468,4929,0,0,3009.98,13348.81,5009.81,2845.13,9743.9,222.94,42472.59,5359.75,7540.56,722.27,192,52,89.5,74264.57,236269.62,23798.37,7498.4,14450.54,3214.38,7766.53,5671.02,2057.21,2028.57,1812.59,1108.46,69328.04,2266.33,71594.37,5262.33,524.4,6387.74,10668.42,13568.52,1651.37,9131.92,9048.69,45900.88,113304.32,184898.69,230799.57,24581.36,260850.98,124.381113392102
"BOHOL_2009",4.85759493670886,52372.4894514768,1222.43037974684,30498.3122362869,6654.21518987342,986.244725738397,126.835443037975,4403.41139240506,8.43881856540084,21.8987341772152,3336.20675105485,5883.72784810127,11509.5358649789,1233.56540084388,4925.72573839662,532.791139240506,6169.4135021097,2094.38185654008,2997.78270042194,2879.71097046414,87.4683544303797,3.16455696202532,243.983122362869,33103.5696202532,150081.210970464,22962.6181434599,6824.3670886076,10729.5400843882,2452.22784810127,4261.36286919831,4158.66244725738,1201.79535864979,2009.20886075949,891.518987341772,967.662447257384,56619.776371308,2831.39873417722,59451.1751054852,2304.90717299578,330.449367088608,4507.97890295359,7693.96202531646,7956.74683544304,378.137130801688,8442.10970464135,4756.71308016878,10379.2109704641,71140.4071729958,130591.582278481,140970.793248945,11165.5042194093,161246.715189873,30.8092594790115
"BUKIDNON_2009",4.91529411764706,72281.2823529412,1113.50823529412,5017.17647058824,3627.54588235294,718.588235294118,89.9482352941177,3596.96941176471,64.5411764705882,24.7058823529412,4494.78823529412,4654.64,24441.4235294118,2594.93411764706,245.025882352941,189.788235294118,7108.80941176471,1815.80235294118,2037.70117647059,4236.02352941176,0,0,1873.21882352941,44562.0211764706,148646.915294118,23355.8988235294,6585.03529411765,8085.24941176471,2159.01647058824,6554.21176470588,4402.58588235294,1596.95764705882,1551.14117647059,1048.64235294118,1108.68,56811.1341176471,2747.93882352941,59559.0729411765,3702.88235294118,386.997647058824,3273.68235294118,6203.35058823529,7334.21647058824,554.282352941176,6174.08941176471,5519.96235294118,20335.4941176471,64711.9670588235,124271.04,144606.534117647,15476.6352941176,164123.550588235,50.1515989397609
"BULACAN_2009",4.61957730812013,121747.895439377,448.823136818687,32080.1446051168,10903.637374861,1347.18576195773,282.694104560623,3923.0022246941,3.05895439377086,37.0411568409344,962.349276974416,5928.27586206897,4623.88320355951,1100.06340378198,311.696329254727,19.670745272525,22477.1179087875,3836.93325917686,3923.76974416018,7833.10678531702,665.626251390434,2666.21579532814,2067.43381535039,49528.6240266963,248918.591768632,19584.0901001112,12734.5873192436,7697.52614015573,4454.84649610679,6053.8765294772,9142.91212458287,1935.89321468298,2781.06117908788,907.542825361513,1989.97219132369,67625.0367074527,16934.4716351502,84559.5083426029,5008.25472747497,187.057842046719,5666.60066740823,17450.8431590656,19454.0689655172,566.002224694105,9766.32480533927,5155.12680756396,18568.4071190211,125060.776418242,209620.284760845,228188.691879867,12851.3136818687,261769.905450501,112.409258179332
"CAGAYAN_2009",4.4219440353461,64572.4506627393,3124.62002945508,16494.7157584683,5688.9469808542,790.279823269514,461.20765832106,5940.68924889543,58.3210603829161,5.52282768777614,4407.0854197349,5394.26067746686,37817.8011782032,2292.38586156112,574.359351988218,13.6524300441826,12976.8055964654,663.412371134021,654.689248895435,4164.49484536082,53.019145802651,321.016200294551,229.944035346097,59999.0250368188,179138.818851252,16918.6892488954,11242.5684830633,7259.10456553756,2289.97201767305,6497.50073637702,4811.80412371134,1763.93078055965,2059.92488954345,1529.80117820324,1418.65243004418,54926.5758468336,4705.88512518409,59632.4609720177,3022.35787923417,240.79675994109,3788.87628865979,8502.49484536082,7943.75257731959,697.225331369661,6315.088365243,5336.45213549337,21572.2709867452,72280.7319587629,131913.192930781,153485.463917526,19000.5081001473,198139.326951399,43.5118175411908
"CAMARINES NORTE_2009",4.91558441558442,56077.2164502165,2460.69696969697,21257.7922077922,8347.23376623377,155.627705627706,12.1212121212121,2987.87878787879,0,10.1298701298701,2332.48917748918,7320.82251082251,15032.7835497835,817.242424242424,1492.68398268398,1682.06926406926,8382.51515151515,735.329004329004,4065.51515151515,1210.5974025974,297.402597402597,37.4458874458874,1604.32034632035,35419.6796536797,148584.805194805,20902.5497835498,6537.96103896104,8193.08658008658,2821.74458874459,6756.88744588745,7162.67965367965,1661.92207792208,1196.08225108225,994.199134199134,1272.7619047619,57489.7012987013,7931.29004329004,65420.9913419913,3136.42424242424,384.753246753247,3401.21212121212,8695.74025974026,8334.5974025974,644.307359307359,4659.69264069264,3931.08225108225,18063.683982684,68592.683982684,134013.675324675,152077.359307359,10403.5194805195,158988.324675325,99.8083151563223
"CAMARINES SUR_2009",5.20162481536189,55449.0915805022,2058.45790251108,13784.9926144756,10070.5731166913,1800.59084194978,49.7045790251108,3659.37961595273,4.50516986706056,72.4815361890694,3094.89217134417,6222.68094534712,13700.1580502216,1856.03101920236,4251.85672082718,103.902511078287,13306.1078286558,1300.98966026588,1068.74150664697,2371.10930576071,0,192.023633677991,519.255539143279,38734.6986706056,151594.025110783,23636.8094534712,6219.14327917282,7388.4800590842,2761.53914327917,6505.85672082718,6019.4047267356,1677.988183161,1401.3234859675,824.404726735598,1160.63515509601,57863.8626292467,3845.21418020679,61709.0768094535,2926.82127031019,258.596750369276,3429.79025110783,9096.06203840473,8752.36927621861,251.979320531758,5726.38109305761,4119.77695716396,15658.0974889217,75377.6440177253,137086.720827179,152744.8183161,10546.5066469719,162140.531757755,35.3840042128214
"CAMIGUIN_2009",4.80909090909091,63756.3272727273,905.872727272727,12810.9090909091,5764.72727272727,0,18.1818181818182,9590.90909090909,54.5454545454545,87.2727272727273,3615.36363636364,6730.90909090909,9660.58181818182,2665.12727272727,4690.87272727273,147.272727272727,16523.3818181818,1234.36363636364,1430.4,3767.67272727273,0,0,0,40119.6727272727,155897.6,21840.7636363636,7286.70909090909,13091.6,4093.50909090909,5011.29090909091,3959.6,1757.43636363636,1090.36363636364,1112.12727272727,850.890909090909,60534.7090909091,2709.2,63243.9090909091,1983.23636363636,190.8,3971.96363636364,7060.58181818182,7549.41818181818,450.018181818182,6246.45454545455,6432.32727272727,20718.8727272727,70724.3818181818,133968.290909091,154687.163636364,19365.4545454545,175263.054545455,203.964378052284
"CAPIZ_2009",4.51618122977346,55187.0906148867,1606.54045307443,21992.1035598705,8466.33980582524,209.061488673139,646.36569579288,3507.71844660194,25.1132686084142,3.93851132686084,4451.48867313916,7639.10355987055,15857.6569579288,1484.64077669903,11075.6148867314,806.491909385113,22060.6731391586,575.022653721683,2433.29773462783,2205.04530744337,0,0,753.983818770227,57555.1132686084,177305.899676375,21248.6699029126,7636.35275080906,10632.9126213592,2749.8932038835,6057.24919093851,5942.29449838188,1850.98058252427,1606.95792880259,1532.37540453074,1531.68608414239,59530.7055016181,6663.97734627832,66194.6828478964,3968.09385113269,259.656957928803,6247.36893203883,9686.31067961165,8467.92233009709,447.873786407767,7406.63754045307,5525.67313915858,26945.6343042071,87460.4077669903,153655.090614887,180600.724919094,13440.0938511327,190745.993527508,67.7944214876033
"CATANDUANES_2009",4.775,59572.94,6987.88,15874,12324.45,844.3,353.96,14309.86,23,150,3519.15,11227.37,9121.95,3092.86,3719.27,245.72,65692.64,2796.9,3415.16,6082.99,0,0,1649.46,95816.95,235869.82,19934.72,8840.28,10998.22,4667.12,7973.76,12040.54,1758.85,1955.53,1571.38,1183.45,71160.98,6050.08,77211.06,3531.71,867.8,3372.43,10156.5,11205,1790.35,4149.17,7006.6,61197.34,95184.2,172395.26,233592.6,13229.36,249099.18,120.931742553364
"CAVITE_2009",4.74855156431054,147748.267670915,257.242178447277,41466.2340672074,5987.97798377752,1911.1819235226,62.0509849362688,5239.53650057937,0,0,542.42989571263,5823.16338354577,2346.10544611819,751.480880648899,1322.59907300116,7.69640787949015,16283.8679026651,2090.12398609502,9874.24217844728,6864.12630359212,0,130.011587485516,1313.82387022016,40990.5666280417,280948.465816918,23477.4241019699,15970.9200463499,10249.6732329085,4382.74507531866,7297.69640787949,9816.75318655852,2182.14947856315,3998.78679026651,955.505214368482,1916.25955967555,81249.0011587485,21426.3082271147,102675.309385863,4978.3684820394,242.628041714948,6717.98030127462,19112.8644264195,24510.7022016222,565.560834298957,12434.7694090382,6042.51564310545,19375.4716106605,150508.100811124,253183.410196987,272558.881807648,15403.7543453071,296352.220162225,60.4328437871249
"CEBU_2009",4.95153896529142,95374.0130975769,650.100196463654,24155.6057629339,7389.38768827767,2044.33529796988,192.174197773412,5595.14800261951,8.88801571709234,116.961362148003,1509.35232481991,6527.38375900458,3576.08185985593,1851.86247544204,2474.02685003274,264.294040602489,16055.3870333988,1728.34905042567,6533.47806155861,3915.19842829077,411.398821218075,705.385723641126,1089.75507531107,38690.6444007859,203124.866404715,21913.1696136215,10994.3523248199,10384.9332023576,3687.317616241,5564.66928618206,7299.87950229208,1788.63064833006,3159.26915520629,1297.01768172888,903.365422396857,67107.5546823838,9480.20759659463,76587.7622789784,3049.15258677145,222.995415848068,5165.28290766208,11032.6168958743,12022.2436149312,359.005893909627,6572.99279633268,4800.92272429601,12577.5094957433,90650.7026850033,167238.464963982,179815.974459725,9161.03143418468,212285.8978389,26.5095338104386
"COMPOSTELA VALLEY_2009",4.63293051359517,55749.9425981873,1629.81268882175,2871.60120845921,3141.23867069486,1573.41389728097,24.1087613293051,1444.89425981873,0,0,3836.09063444109,1702.24773413897,19618.5951661631,951.915407854985,0,736.398791540786,19368.3746223565,840.513595166163,1985.49848942598,7384.03021148036,4681.24471299094,192.900302114804,852.567975830816,56612.0392749245,137069.987915408,20533.7371601208,7996.2084592145,9940.23564954683,2958.54380664653,6180.68882175227,4404.23867069486,1663.20543806647,1633.72205438066,1379.32024169184,1384.76132930514,57442.5045317221,3373.10271903323,60815.6072507553,2417.29003021148,304.377643504532,2431.81873111782,7098.19939577039,6618.1087613293,285.743202416918,4166.47432024169,4465.85196374622,16227.2749244713,58906.0543806647,119721.66163142,135948.936555891,12420.0241691843,149490.012084592,87.1488033298647
"COTABATO_2009",4.75492125984252,44687.0433070866,4522.85433070866,6627.8188976378,5546.25787401575,314.803149606299,844.909448818898,1457.16535433071,1.77165354330709,43.992125984252,4527.95866141732,5019.83267716535,29546.3976377953,3658.90551181102,1406.74803149606,80.9842519685039,8527.31496062992,2454.56692913386,1157.95866141732,4907.56692913386,5.19685039370079,0,2089.46062992126,53841.1948818898,135223.437007874,21688.0728346457,5277.69488188976,8176.83070866142,1993.77952755906,6320.46062992126,4753.01181102362,1638.24803149606,1570.07283464567,1249.8562992126,1327.66338582677,53583.7657480315,2807.11417322835,56390.8799212598,2663.56102362205,286.531496062992,5673.21062992126,6154.87795275591,6165.05905511811,168.55905511811,4836.16535433071,4489.73622047244,15698.2559055118,57040.5157480315,113431.395669291,129129.651574803,20502.8720472441,155726.309055118,66.4816741819864
"DAVAO DEL SUR_2009",4.65738284703802,82324.1211317418,1179.92661361627,13088.8505747126,6828.32537577365,1912.11317418214,195.039787798408,6660.55879752432,32.5375773651636,83.9964633068081,2341.18567639257,4593.7409372237,13445.9389920424,743.59151193634,1678.53050397878,107.977011494253,14968.7356321839,1878.62687886826,4761.28381962865,5608.1317418214,93.2802829354553,1345.94164456233,712.523430592396,45400.75066313,182753.486295314,20721.5959328028,9823.62068965517,9626.89036251105,3202.50044208665,6400.02652519894,6333.29973474801,1997.65870910699,2224.05305039788,1424.70291777188,1582.63306808134,62982.1671087533,7198.60565870911,70180.7727674624,3466.44916003537,296.581786030062,4244.93191865606,10021.8620689655,11735.1299734748,563.292661361627,5408.19098143236,5022.04862953139,18218.2369584439,82894.0380194518,153074.810786914,171293.047745358,13236.0707338638,195989.557029178,71.0007304601899
"DAVAO ORIENTAL_2009",4.60795454545455,32515.9772727273,1156.89015151515,2310.60606060606,3668.10984848485,441.666666666667,215.909090909091,2484.54545454545,0,104.488636363636,2615.63257575758,2808.5946969697,23511.2310606061,1527.58333333333,4887.36742424242,1207.19696969697,6336.49621212121,1388.98863636364,839.962121212121,3789.875,0,0,277.106060606061,43771.7916666667,98048.6439393939,20120.7916666667,3767.0303030303,6771.92424242424,1379.00378787879,4327.07196969697,3062.18181818182,1326.57575757576,1066.125,1135.14772727273,1469.56818181818,43332.1325757576,2057.02272727273,45389.1553030303,1634.18181818182,120.689393939394,4203.19318181818,4042.72727272727,3937.79545454545,245.590909090909,1894.77651515152,2986.78787878788,14683.3560606061,39886.8598484848,85276.0151515152,99959.3712121212,12793.1590909091,110841.803030303,112.342259156664
"EASTERN SAMAR_2009",4.86214953271028,46575.5,2378.07943925234,13740.1869158879,7288.2476635514,801.869158878505,74.5420560747664,3429.56074766355,16.9158878504673,28.0373831775701,2073.03738317757,3060.77570093458,11662.2429906542,1144.68691588785,5356.30841121495,115.990654205607,9424.3691588785,1742.99065420561,3712.51401869159,2172.14485981308,158.878504672897,0,2004.95327102804,37495.0794392523,129229.308411215,20019.8224299065,4478.39719626168,8895.1214953271,2002.30373831776,4038.3785046729,4600.52336448598,1245.69626168224,1441.29906542056,712.42523364486,1054.53271028037,48554.8785046729,1684.81308411215,50239.691588785,2051.47196261682,187.682242990654,3826.59813084112,7495.51401869159,5444.18691588785,699.434579439252,4190.6261682243,3970,9954.67757009346,61914.3224299065,112154.014018692,122108.691588785,13178.4205607477,142407.728971963,56.6901167953009
"GUIMARAS_2009",5.23076923076923,58099.2923076923,283.230769230769,17046.1538461538,6349.23076923077,507.692307692308,0,3747.69230769231,0,0,6001.98461538462,10537.4615384615,8756.76923076923,2906.23076923077,10197.6615384615,3731.07692307692,3706.75384615385,1171.23076923077,484.615384615385,2534.30769230769,0,0,0,33488.6461538462,163003.230769231,26451.0923076923,5258.16923076923,10489.9230769231,1589.15384615385,4948,4313.58461538462,1871.90769230769,1455.81538461538,1920.27692307692,1297.73846153846,57859.7538461538,6273.13846153846,64132.8923076923,2629.75384615385,162.692307692308,2406.09230769231,5950.52307692308,7836.46153846154,208.446153846154,3284.49230769231,3116.53846153846,15259.8461538462,73349.2615384615,137482.153846154,152742,4266.50769230769,167269.738461538,234.525182622068
"IFUGAO_2009",4.66032608695652,44666.0815217391,4012.48913043478,12498.2717391304,4120.92391304348,81.5217391304348,1331.52173913043,3635.61956521739,40.7608695652174,0,6248.34239130435,5831.375,34059.152173913,5046.23369565217,76.9782608695652,44.5652173913044,6127.03804347826,-539.29347826087,3486.84782608696,1868.5,304.347826086957,3335.38043478261,799.782608695652,55879.6413043478,149018.233695652,20742.4347826087,8839.41304347826,6502.76086956522,1247.92391304348,9004.17391304348,4262.23913043478,1695.32608695652,1431.49456521739,1354.08695652174,1242.58152173913,56461.0923913043,1720.66304347826,58181.7554347826,3410.59782608696,380.190217391304,2678.33695652174,8594.15217391304,6819.65217391304,368.538043478261,9667.85869565217,6553.82608695652,22697.8586956522,64370.9510869565,122552.706521739,145250.565217391,26734.3260869565,175752.559782609,104.501058670856
"ILOCOS NORTE_2009",4.47377049180328,57286.4655737705,2947.49508196721,41807.5967213115,5749.50819672131,656.065573770492,0.180327868852459,7304.96393442623,0.819672131147541,4.91803278688525,4269.24262295082,12889.5114754098,22571.4786885246,2641.81639344262,2364.39016393443,117.540983606557,12689.3803278689,64.7868852459016,2378.50819672131,2270.50491803279,0,137.704918032787,722.196721311475,46339.6852459016,193021.239344262,21373.4360655738,14964.2885245902,8396.65573770492,3336.14426229508,7492.04918032787,5426.63606557377,1755.18360655738,3808.21967213115,1503.41639344262,1281.46557377049,68639.3213114754,8526.69836065574,77166.0196721312,4064.25901639344,184.383606557377,4908.90819672131,11599.3180327869,11849.7836065574,738.944262295082,9887.08524590164,5250.05573770492,5134.11803278689,89448.062295082,166614.081967213,171748.2,13153.5114754098,206174.750819672,67.4201863969859
"ILOCOS SUR_2009",4.30996884735202,59457.261682243,2699.92211838006,32875.8411214953,6175.76323987539,165.732087227414,0,6605.22118380062,171.339563862928,66.9781931464174,4854.86915887851,6927.82866043614,16766.1308411215,3530.65420560748,141.96261682243,907.943925233645,9884.89719626168,986.261682242991,3336.51401869159,4910.08099688474,215.264797507788,119.626168224299,501.557632398754,41300.8940809969,175472.679127726,20028.6261682243,12137.7975077882,8635.94392523365,2989.68847352025,7737.26168224299,4958.42679127726,1632.52336448598,3532.2554517134,1840.02180685358,1402.04984423676,64115.1059190031,7706.38317757009,71821.4890965732,3918.43302180685,329.224299065421,6147.3707165109,11365.7009345794,11452.8785046729,728.922118380062,5920.64797507788,4845.29595015576,16751.2492211838,84933.707165109,156755.196261682,173506.445482866,20216.0280373832,195688.707165109,42.7572873289709
"ILOILO_2009",4.69454545454545,67573.8860606061,1308.27515151515,33792.096969697,7479.93939393939,496.363636363636,58.9818181818182,5480.70545454545,130.909090909091,8.92606060606061,4699.33454545455,7536.44848484848,9205.24121212121,2086.01212121212,2064.27515151515,349.362424242424,12437.84,2072.18181818182,3231.05939393939,4362.92484848485,26.4242424242424,223.636363636364,1486.55272727273,37547.8254545455,185790.543030303,22797.1321212121,8006.17818181818,9717.10060606061,3724.92484848485,6499.38060606061,6570.20242424242,1777.62424242424,2568.5903030303,1706.88,1500.61090909091,63965.4545454545,5970.77575757576,69936.2303030303,3419.52848484848,159.568484848485,6883.85454545455,9678.88,10668.0727272727,565.789090909091,6061.69818181818,4998.96,22100.8981818182,90869.0557575758,160805.286060606,182906.184242424,10958.0218181818,196748.564848485,34.5436550292069
"ISABELA_2009",4.36549375709421,57464.3518728717,2443.00340522134,15575.8229284904,5263.82973893303,714.66515323496,272.55278093076,3663.37684449489,3.15550510783201,0,4428.07604994325,3610.1066969353,40719.85584563,1333.93984108967,158.992054483541,40.9421112372304,9205.65493757094,915.062429057889,6295.08853575482,3274.73098751419,225.105561861521,18.8422247446084,920.935300794552,63215.5800227015,167700.384790011,17304.732122588,10281.9659477866,7381.34165720772,2465.80136208854,7029.38251986379,4882.42224744608,1606.37911464245,1841.38024971623,1389.97275822928,1413.92622020431,55429.829738933,5895.75141884222,61325.5811577753,2611.65266742338,236.862656072645,4744.71963677639,8972.20658342792,7093.15096481271,500.038592508513,7910.1350737798,5301.87287173666,33644.2417707151,71878.1589103292,133203.740068104,166847.98183882,18281.7763904654,185982.161180477,47.0416362308254
"KALINGA_2009",5.10804020100502,61621.6984924623,6223.49246231156,8281.40703517588,4518.6432160804,628.140703517588,276.130653266332,3385.90452261307,134.170854271357,0,7144.79899497487,6522.04020100502,42749.6582914573,3671.13065326633,-5.0251256281407,0,5612.79396984925,59.7989949748744,1251.391959799,2245.62311557789,381.909547738693,3020.10050251256,0,59049.5175879397,169606.396984925,27874.7185929648,11680.91959799,8618.06030150754,2196.65829145729,8651.95979899497,4375.91457286432,1580.37185929648,1592.42211055276,1337.57788944724,1511.19095477387,69271.8994974874,3812.92462311558,73084.824120603,3346.55778894472,529.417085427136,4023.16582914573,9525.01507537688,8074.73366834171,440.542713567839,9195.91959798995,9606.77386934673,15693.8994974874,77045.216080402,150130.040201005,165823.939698492,25212.2412060302,194818.638190955,117.135611641106
